"conflict_country","iso3c","YYYYMM","med_loc_x","med_loc_y","latitude_con","longitude_con","dist_mediation_conflict","mediation_count","agreements_sum","fatalities_best"
"Afghanistan","AFG","202305",65.716,31.62,33.8187564261474,65.9259998029485,245553.149580174,1,0,16
"Afghanistan","AFG","202411",65.716,31.62,33.8187564261474,65.9259998029485,245553.149580174,1,0,0
"Afghanistan","AFG","202304",66.976,39.655,33.8187564261474,65.9259998029485,656390.083144383,1,0,52
"Afghanistan","AFG","202311",68.78,38.537,33.8187564261474,65.9259998029485,584408.573343503,1,0,21
"Afghanistan","AFG","202302",69.178,34.525,33.8187564261474,65.9259998029485,309641.877899286,1,0,21
"Afghanistan","AFG","202401",69.178,34.525,33.8187564261474,65.9259998029485,309641.877899286,1,0,0
"Afghanistan","AFG","202402",69.178,34.525,33.8187564261474,65.9259998029485,309641.877899286,2,0,0
"Afghanistan","AFG","202405",69.178,34.525,33.8187564261474,65.9259998029485,309641.877899286,2,0,0
"Afghanistan","AFG","202406",69.178,34.525,33.8187564261474,65.9259998029485,309641.877899286,2,0,0
"Afghanistan","AFG","202408",69.178,34.525,33.8187564261474,65.9259998029485,309641.877899286,1,0,0
"Afghanistan","AFG","202402",69.28,41.311,33.8187564261474,65.9259998029485,884784.152250696,1,0,0
"Afghanistan","AFG","202411",69.28,41.311,33.8187564261474,65.9259998029485,884784.152250696,1,0,0
"Afghanistan","AFG","202409",71.568,34.014,33.8187564261474,65.9259998029485,521588.000614647,1,0,0
"Afghanistan","AFG","202305",75.148,33.735,33.8187564261474,65.9259998029485,853074.97537453,1,0,16
"Afghanistan","AFG","202312",75.148,33.735,33.8187564261474,65.9259998029485,853074.97537453,1,0,9
"Afghanistan","AFG","202410",75.148,33.735,33.8187564261474,65.9259998029485,853074.97537453,2,0,0
"Afghanistan","AFG","202411",75.148,33.735,33.8187564261474,65.9259998029485,853074.97537453,1,0,0
"Afghanistan","AFG","202406",77.209,28.614,33.8187564261474,65.9259998029485,1219366.43898341,1,0,0
"Israel","ISR","202307",-97,38,31.4329786422529,34.9911381968011,10842280.4941597,1,0,21
"Israel","ISR","202308",-97,38,31.4329786422529,34.9911381968011,10842280.4941597,1,0,12
"Israel","ISR","202411",-97,38,31.4329786422529,34.9911381968011,10842280.4941597,2,0,0
"Israel","ISR","202309",-83.829,34.29,31.4329786422529,34.9911381968011,10312422.2141902,1,0,9
"Israel","ISR","202402",-83.102,42.383,31.4329786422529,34.9911381968011,9669424.80885994,1,0,0
"Israel","ISR","202310",-81.25,42.984,31.4329786422529,34.9911381968011,9510706.52034706,1,0,9944
"Israel","ISR","202401",-81.25,42.984,31.4329786422529,34.9911381968011,9510706.52034706,2,0,0
"Israel","ISR","202404",-81.25,42.984,31.4329786422529,34.9911381968011,9510706.52034706,1,0,0
"Israel","ISR","202409",-81.25,42.984,31.4329786422529,34.9911381968011,9510706.52034706,2,0,0
"Israel","ISR","202410",-81.25,42.984,31.4329786422529,34.9911381968011,9510706.52034706,3,0,0
"Israel","ISR","202309",-77.016,38.905,31.4329786422529,34.9911381968011,9516230.26272543,1,0,9
"Israel","ISR","202310",-77.016,38.905,31.4329786422529,34.9911381968011,9516230.26272543,2,0,9944
"Israel","ISR","202402",-77.016,38.905,31.4329786422529,34.9911381968011,9516230.26272543,2,0,0
"Israel","ISR","202403",-77.016,38.905,31.4329786422529,34.9911381968011,9516230.26272543,2,0,0
"Israel","ISR","202405",-77.016,38.905,31.4329786422529,34.9911381968011,9516230.26272543,1,0,0
